#(1) log(M_min) log of the minimum halo mass of the selection in logscale (in units of Msol/h)
#(2) log(M_max) log of the maximum halo mass of the selection in logscale (in units of Msol/h)
#(3) log(dM_min) log of the minimum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(4) log(dM_max) log of the maximum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(5) log(dz_min) log of the minimum change of redshift of the selection in logscale (calculated as z1-z2)
#(6) log(dz_max) log of the maximum change of redshift of the selection in logscale (calculated as z1-z2)
#(7) Angle
#log(M_min)	log(M_max)	log(dM_min)	log(dM_max)	log(dz_min)	log(dz_max)	Angle
12.75 12.925 -2.55 -2.4 -0.8 -0.7 22.0378090837
12.75 12.925 -2.55 -2.4 -0.7 -0.6 18.890914596
12.75 12.925 -2.55 -2.4 -0.6 -0.5 16.3274693253
12.75 12.925 -2.4 -2.25 -2.5 -2.4 1.00251062671
12.75 12.925 -2.4 -2.25 -2.4 -2.3 1.03961821503
12.75 12.925 -2.4 -2.25 -2.3 -2.2 1.14095888371
12.75 12.925 -2.4 -2.25 -2.2 -2.1 1.20407032525
12.75 12.925 -2.4 -2.25 -2.1 -2.0 1.37220308902
12.75 12.925 -2.4 -2.25 -2.0 -1.9 1.58530227256
12.75 12.925 -2.4 -2.25 -1.9 -1.8 1.9228942164
12.75 12.925 -2.4 -2.25 -1.8 -1.7 2.41695978539
12.75 12.925 -2.4 -2.25 -1.7 -1.6 2.87740564576
12.75 12.925 -2.4 -2.25 -1.6 -1.5 3.67380635484
12.75 12.925 -2.4 -2.25 -1.5 -1.4 4.77655900375
12.75 12.925 -2.4 -2.25 -1.4 -1.3 5.67597710973
12.75 12.925 -2.4 -2.25 -1.3 -1.2 6.80699447704
12.75 12.925 -2.4 -2.25 -1.2 -1.1 8.56868000694
12.75 12.925 -2.4 -2.25 -1.1 -1.0 10.6931656717
12.75 12.925 -2.4 -2.25 -1.0 -0.9 12.5563685429
12.75 12.925 -2.4 -2.25 -0.9 -0.8 13.4416870209
12.75 12.925 -2.4 -2.25 -0.8 -0.7 18.8668454379
12.75 12.925 -2.4 -2.25 -0.7 -0.6 16.0036387933
12.75 12.925 -2.4 -2.25 -0.6 -0.5 24.1145575224
12.75 12.925 -2.25 -2.1 -2.5 -2.4 1.28671329088
12.75 12.925 -2.25 -2.1 -2.4 -2.3 1.25807135175
12.75 12.925 -2.25 -2.1 -2.3 -2.2 1.46478724525
12.75 12.925 -2.25 -2.1 -2.2 -2.1 1.5206596028
12.75 12.925 -2.25 -2.1 -2.1 -2.0 1.59229910084
12.75 12.925 -2.25 -2.1 -2.0 -1.9 1.73733572283
12.75 12.925 -2.25 -2.1 -1.9 -1.8 1.97147831824
12.75 12.925 -2.25 -2.1 -1.8 -1.7 2.39639704238
12.75 12.925 -2.25 -2.1 -1.7 -1.6 2.86286847456
12.75 12.925 -2.25 -2.1 -1.6 -1.5 3.59201782562
12.75 12.925 -2.25 -2.1 -1.5 -1.4 4.64820974887
12.75 12.925 -2.25 -2.1 -1.4 -1.3 5.72881854105
12.75 12.925 -2.25 -2.1 -1.3 -1.2 6.92239008926
12.75 12.925 -2.25 -2.1 -1.2 -1.1 8.45395729692
12.75 12.925 -2.25 -2.1 -1.1 -1.0 11.321312779
12.75 12.925 -2.25 -2.1 -1.0 -0.9 12.4685383949
12.75 12.925 -2.25 -2.1 -0.9 -0.8 16.318371609
12.75 12.925 -2.25 -2.1 -0.8 -0.7 16.8046302104
12.75 12.925 -2.25 -2.1 -0.7 -0.6 12.7651693061
12.75 12.925 -2.25 -2.1 -0.6 -0.5 31.3520075752
12.75 12.925 -2.1 -1.95 -2.5 -2.4 1.64585561331
12.75 12.925 -2.1 -1.95 -2.4 -2.3 1.62629074416
12.75 12.925 -2.1 -1.95 -2.3 -2.2 1.83907798134
12.75 12.925 -2.1 -1.95 -2.2 -2.1 1.92040046912
12.75 12.925 -2.1 -1.95 -2.1 -2.0 2.00274593761
12.75 12.925 -2.1 -1.95 -2.0 -1.9 2.09703119341
12.75 12.925 -2.1 -1.95 -1.9 -1.8 2.27739247184
12.75 12.925 -2.1 -1.95 -1.8 -1.7 2.45382661137
12.75 12.925 -2.1 -1.95 -1.7 -1.6 2.91651988996
12.75 12.925 -2.1 -1.95 -1.6 -1.5 3.48532531458
12.75 12.925 -2.1 -1.95 -1.5 -1.4 4.35206813382
12.75 12.925 -2.1 -1.95 -1.4 -1.3 5.36380768136
12.75 12.925 -2.1 -1.95 -1.3 -1.2 6.81955385938
12.75 12.925 -2.1 -1.95 -1.2 -1.1 8.50771506788
12.75 12.925 -2.1 -1.95 -1.1 -1.0 10.5814169593
12.75 12.925 -2.1 -1.95 -1.0 -0.9 12.8711923179
12.75 12.925 -2.1 -1.95 -0.9 -0.8 14.5830489522
12.75 12.925 -2.1 -1.95 -0.8 -0.7 18.0152173476
12.75 12.925 -2.1 -1.95 -0.7 -0.6 19.2266067299
12.75 12.925 -2.1 -1.95 -0.6 -0.5 22.1282305726
12.75 12.925 -1.95 -1.8 -2.5 -2.4 2.04776889837
12.75 12.925 -1.95 -1.8 -2.4 -2.3 1.91431393138
12.75 12.925 -1.95 -1.8 -2.3 -2.2 2.36360043534
12.75 12.925 -1.95 -1.8 -2.2 -2.1 2.44212789566
12.75 12.925 -1.95 -1.8 -2.1 -2.0 2.48992917738
12.75 12.925 -1.95 -1.8 -2.0 -1.9 2.64033518199
12.75 12.925 -1.95 -1.8 -1.9 -1.8 2.76141828341
12.75 12.925 -1.95 -1.8 -1.8 -1.7 2.97800605493
12.75 12.925 -1.95 -1.8 -1.7 -1.6 3.11084902175
12.75 12.925 -1.95 -1.8 -1.6 -1.5 3.57993225641
12.75 12.925 -1.95 -1.8 -1.5 -1.4 4.39406883717
12.75 12.925 -1.95 -1.8 -1.4 -1.3 5.33783476383
12.75 12.925 -1.95 -1.8 -1.3 -1.2 6.56452743505
12.75 12.925 -1.95 -1.8 -1.2 -1.1 8.42089009033
12.75 12.925 -1.95 -1.8 -1.1 -1.0 10.769184373
12.75 12.925 -1.95 -1.8 -1.0 -0.9 13.0866834026
12.75 12.925 -1.95 -1.8 -0.9 -0.8 14.5758431677
12.75 12.925 -1.95 -1.8 -0.8 -0.7 18.0498580835
12.75 12.925 -1.95 -1.8 -0.7 -0.6 28.9365930688
12.75 12.925 -1.95 -1.8 -0.6 -0.5 45.9455185834
12.75 12.925 -1.8 -1.65 -2.5 -2.4 2.7536294955
12.75 12.925 -1.8 -1.65 -2.4 -2.3 2.58356493928
12.75 12.925 -1.8 -1.65 -2.3 -2.2 2.77043909455
12.75 12.925 -1.8 -1.65 -2.2 -2.1 3.08264892928
12.75 12.925 -1.8 -1.65 -2.1 -2.0 3.14389979113
12.75 12.925 -1.8 -1.65 -2.0 -1.9 3.26025084007
12.75 12.925 -1.8 -1.65 -1.9 -1.8 3.39185278765
12.75 12.925 -1.8 -1.65 -1.8 -1.7 3.61538835779
12.75 12.925 -1.8 -1.65 -1.7 -1.6 3.8055795822
12.75 12.925 -1.8 -1.65 -1.6 -1.5 4.10145690254
12.75 12.925 -1.8 -1.65 -1.5 -1.4 4.6017053449
12.75 12.925 -1.8 -1.65 -1.4 -1.3 5.25024873511
12.75 12.925 -1.8 -1.65 -1.3 -1.2 6.39235231888
12.75 12.925 -1.8 -1.65 -1.2 -1.1 8.25224971131
12.75 12.925 -1.8 -1.65 -1.1 -1.0 10.1825051427
12.75 12.925 -1.8 -1.65 -1.0 -0.9 12.0682485166
12.75 12.925 -1.8 -1.65 -0.9 -0.8 14.0240492284
12.75 12.925 -1.8 -1.65 -0.8 -0.7 19.047665221
12.75 12.925 -1.8 -1.65 -0.7 -0.6 21.1797445512
12.75 12.925 -1.8 -1.65 -0.6 -0.5 33.1375187939
12.75 12.925 -1.65 -1.5 -2.5 -2.4 3.5924345578
12.75 12.925 -1.65 -1.5 -2.4 -2.3 3.34695029673
12.75 12.925 -1.65 -1.5 -2.3 -2.2 4.22256265735
12.75 12.925 -1.65 -1.5 -2.2 -2.1 4.07448353758
12.75 12.925 -1.65 -1.5 -2.1 -2.0 4.14644286137
12.75 12.925 -1.65 -1.5 -2.0 -1.9 4.15048745948
12.75 12.925 -1.65 -1.5 -1.9 -1.8 4.2768796687
12.75 12.925 -1.65 -1.5 -1.8 -1.7 4.54226099797
12.75 12.925 -1.65 -1.5 -1.7 -1.6 4.93590100873
12.75 12.925 -1.65 -1.5 -1.6 -1.5 5.03608580152
12.75 12.925 -1.65 -1.5 -1.5 -1.4 5.43895848987
12.75 12.925 -1.65 -1.5 -1.4 -1.3 5.87943821108
12.75 12.925 -1.65 -1.5 -1.3 -1.2 6.74194423615
12.75 12.925 -1.65 -1.5 -1.2 -1.1 7.77301952172
12.75 12.925 -1.65 -1.5 -1.1 -1.0 9.79988574438
12.75 12.925 -1.65 -1.5 -1.0 -0.9 12.5149944767
12.75 12.925 -1.65 -1.5 -0.9 -0.8 14.5389984219
12.75 12.925 -1.65 -1.5 -0.8 -0.7 18.2459261651
12.75 12.925 -1.65 -1.5 -0.7 -0.6 19.2344776062
12.75 12.925 -1.65 -1.5 -0.6 -0.5 23.9790263941
12.75 12.925 -1.5 -1.35 -2.5 -2.4 4.16223323687
12.75 12.925 -1.5 -1.35 -2.4 -2.3 4.27355785154
12.75 12.925 -1.5 -1.35 -2.3 -2.2 5.20229410917
12.75 12.925 -1.5 -1.35 -2.2 -2.1 5.14283995966
12.75 12.925 -1.5 -1.35 -2.1 -2.0 5.05626320262
12.75 12.925 -1.5 -1.35 -2.0 -1.9 5.43566962929
12.75 12.925 -1.5 -1.35 -1.9 -1.8 5.39355792837
12.75 12.925 -1.5 -1.35 -1.8 -1.7 5.96097877322
12.75 12.925 -1.5 -1.35 -1.7 -1.6 6.09967025394
12.75 12.925 -1.5 -1.35 -1.6 -1.5 6.44108193076
12.75 12.925 -1.5 -1.35 -1.5 -1.4 6.72311121741
12.75 12.925 -1.5 -1.35 -1.4 -1.3 7.01982953986
12.75 12.925 -1.5 -1.35 -1.3 -1.2 7.51941507449
12.75 12.925 -1.5 -1.35 -1.2 -1.1 8.31926712878
12.75 12.925 -1.5 -1.35 -1.1 -1.0 9.84095914609
12.75 12.925 -1.5 -1.35 -1.0 -0.9 12.2981180255
12.75 12.925 -1.5 -1.35 -0.9 -0.8 14.1069884087
12.75 12.925 -1.5 -1.35 -0.8 -0.7 16.4352579148
12.75 12.925 -1.5 -1.35 -0.7 -0.6 18.9923727806
12.75 12.925 -1.5 -1.35 -0.6 -0.5 19.644245526
12.75 12.925 -1.35 -1.2 -2.5 -2.4 5.04006245753
12.75 12.925 -1.35 -1.2 -2.4 -2.3 5.51840065365
12.75 12.925 -1.35 -1.2 -2.3 -2.2 7.71001363318
12.75 12.925 -1.35 -1.2 -2.2 -2.1 6.36620389725
12.75 12.925 -1.35 -1.2 -2.1 -2.0 6.44992711682
12.75 12.925 -1.35 -1.2 -2.0 -1.9 6.3638576524
12.75 12.925 -1.35 -1.2 -1.9 -1.8 7.24959856385
12.75 12.925 -1.35 -1.2 -1.8 -1.7 7.19330799801
12.75 12.925 -1.35 -1.2 -1.7 -1.6 7.5135551879
12.75 12.925 -1.35 -1.2 -1.6 -1.5 8.21042143712
12.75 12.925 -1.35 -1.2 -1.5 -1.4 8.5233809995
12.75 12.925 -1.35 -1.2 -1.4 -1.3 8.67426987741
12.75 12.925 -1.35 -1.2 -1.3 -1.2 9.15436296343
12.75 12.925 -1.35 -1.2 -1.2 -1.1 9.95227659637
12.75 12.925 -1.35 -1.2 -1.1 -1.0 10.8703691653
12.75 12.925 -1.35 -1.2 -1.0 -0.9 12.0682200724
12.75 12.925 -1.35 -1.2 -0.9 -0.8 14.6716266557
12.75 12.925 -1.35 -1.2 -0.8 -0.7 17.721228702
12.75 12.925 -1.35 -1.2 -0.7 -0.6 20.8162288296
12.75 12.925 -1.35 -1.2 -0.6 -0.5 22.9679697282
12.75 12.925 -1.2 -1.05 -2.5 -2.4 6.44910495478
12.75 12.925 -1.2 -1.05 -2.4 -2.3 7.78796335561
12.75 12.925 -1.2 -1.05 -2.3 -2.2 8.90236675236
12.75 12.925 -1.2 -1.05 -2.2 -2.1 8.01748623173
12.75 12.925 -1.2 -1.05 -2.1 -2.0 7.73654323603
12.75 12.925 -1.2 -1.05 -2.0 -1.9 8.30056022738
12.75 12.925 -1.2 -1.05 -1.9 -1.8 8.55050111129
12.75 12.925 -1.2 -1.05 -1.8 -1.7 9.13550466329
12.75 12.925 -1.2 -1.05 -1.7 -1.6 9.69372146737
12.75 12.925 -1.2 -1.05 -1.6 -1.5 10.5568420645
12.75 12.925 -1.2 -1.05 -1.5 -1.4 10.8788069609
12.75 12.925 -1.2 -1.05 -1.4 -1.3 11.2158888724
12.75 12.925 -1.2 -1.05 -1.3 -1.2 11.8205999033
12.75 12.925 -1.2 -1.05 -1.2 -1.1 11.8196559734
12.75 12.925 -1.2 -1.05 -1.1 -1.0 12.8425031241
12.75 12.925 -1.2 -1.05 -1.0 -0.9 14.097916401
12.75 12.925 -1.2 -1.05 -0.9 -0.8 14.8629428326
12.75 12.925 -1.2 -1.05 -0.8 -0.7 18.4870079985
12.75 12.925 -1.2 -1.05 -0.7 -0.6 19.2528148676
12.75 12.925 -1.2 -1.05 -0.6 -0.5 26.1380433296
12.75 12.925 -1.05 -0.9 -2.5 -2.4 7.41087016719
12.75 12.925 -1.05 -0.9 -2.4 -2.3 7.25172251591
12.75 12.925 -1.05 -0.9 -2.3 -2.2 8.06007519321
12.75 12.925 -1.05 -0.9 -2.2 -2.1 9.90910944927
12.75 12.925 -1.05 -0.9 -2.1 -2.0 10.7855846899
12.75 12.925 -1.05 -0.9 -2.0 -1.9 9.96171736508
12.75 12.925 -1.05 -0.9 -1.9 -1.8 11.7487910061
12.75 12.925 -1.05 -0.9 -1.8 -1.7 12.4530282625
12.75 12.925 -1.05 -0.9 -1.7 -1.6 12.5953064187
12.75 12.925 -1.05 -0.9 -1.6 -1.5 13.5241726402
12.75 12.925 -1.05 -0.9 -1.5 -1.4 13.7072907604
12.75 12.925 -1.05 -0.9 -1.4 -1.3 14.9454535917
12.75 12.925 -1.05 -0.9 -1.3 -1.2 14.7047968907
12.75 12.925 -1.05 -0.9 -1.2 -1.1 15.6136961409
12.75 12.925 -1.05 -0.9 -1.1 -1.0 16.346750275
12.75 12.925 -1.05 -0.9 -1.0 -0.9 17.3797006804
12.75 12.925 -1.05 -0.9 -0.9 -0.8 17.8703525007
12.75 12.925 -1.05 -0.9 -0.8 -0.7 20.4379550019
12.75 12.925 -1.05 -0.9 -0.7 -0.6 22.7118334891
12.75 12.925 -1.05 -0.9 -0.6 -0.5 24.8483992433
12.75 12.925 -0.9 -0.75 -2.5 -2.4 8.79740978278
12.75 12.925 -0.9 -0.75 -2.4 -2.3 9.19639398231
12.75 12.925 -0.9 -0.75 -2.3 -2.2 10.8790261183
12.75 12.925 -0.9 -0.75 -2.2 -2.1 11.6272718357
12.75 12.925 -0.9 -0.75 -2.1 -2.0 14.0274625959
12.75 12.925 -0.9 -0.75 -2.0 -1.9 11.005362783
12.75 12.925 -0.9 -0.75 -1.9 -1.8 13.900706261
12.75 12.925 -0.9 -0.75 -1.8 -1.7 16.0126299775
12.75 12.925 -0.9 -0.75 -1.7 -1.6 16.1005210714
12.75 12.925 -0.9 -0.75 -1.6 -1.5 16.8703595141
12.75 12.925 -0.9 -0.75 -1.5 -1.4 16.6747150534
12.75 12.925 -0.9 -0.75 -1.4 -1.3 18.0776545891
12.75 12.925 -0.9 -0.75 -1.3 -1.2 19.6141268061
12.75 12.925 -0.9 -0.75 -1.2 -1.1 20.3210400092
12.75 12.925 -0.9 -0.75 -1.1 -1.0 21.6036287757
12.75 12.925 -0.9 -0.75 -1.0 -0.9 21.4427811165
12.75 12.925 -0.9 -0.75 -0.9 -0.8 22.6556381176
12.75 12.925 -0.9 -0.75 -0.8 -0.7 23.8936372783
12.75 12.925 -0.9 -0.75 -0.7 -0.6 25.6754487418
12.75 12.925 -0.9 -0.75 -0.6 -0.5 28.5380432555
12.75 12.925 -0.75 -0.6 -2.5 -2.4 11.3539858502
12.75 12.925 -0.75 -0.6 -2.4 -2.3 12.2994942772
12.75 12.925 -0.75 -0.6 -2.3 -2.2 17.5854957754
12.75 12.925 -0.75 -0.6 -2.2 -2.1 13.726381948
12.75 12.925 -0.75 -0.6 -2.1 -2.0 15.4265191904
12.75 12.925 -0.75 -0.6 -2.0 -1.9 12.710472728
12.75 12.925 -0.75 -0.6 -1.9 -1.8 17.1471130407
12.75 12.925 -0.75 -0.6 -1.8 -1.7 17.4601924074
12.75 12.925 -0.75 -0.6 -1.7 -1.6 19.4346300564
12.75 12.925 -0.75 -0.6 -1.6 -1.5 23.0750246241
12.75 12.925 -0.75 -0.6 -1.5 -1.4 22.0808785627
12.75 12.925 -0.75 -0.6 -1.4 -1.3 23.1159343655
12.75 12.925 -0.75 -0.6 -1.3 -1.2 25.0660480874
12.75 12.925 -0.75 -0.6 -1.2 -1.1 25.9676707734
12.75 12.925 -0.75 -0.6 -1.1 -1.0 27.6916997534
12.75 12.925 -0.75 -0.6 -1.0 -0.9 28.6233619784
12.75 12.925 -0.75 -0.6 -0.9 -0.8 28.1879919344
12.75 12.925 -0.75 -0.6 -0.8 -0.7 31.0796057988
12.75 12.925 -0.75 -0.6 -0.7 -0.6 28.1433448611
12.75 12.925 -0.75 -0.6 -0.6 -0.5 36.0583067085
12.75 12.925 -0.6 -0.45 -2.5 -2.4 14.3568993081
12.75 12.925 -0.6 -0.45 -2.4 -2.3 17.1762463152
12.75 12.925 -0.6 -0.45 -2.3 -2.2 19.5570556444
12.75 12.925 -0.6 -0.45 -2.2 -2.1 19.0068316345
12.75 12.925 -0.6 -0.45 -2.1 -2.0 17.450548069
12.75 12.925 -0.6 -0.45 -2.0 -1.9 15.4573398199
12.75 12.925 -0.6 -0.45 -1.9 -1.8 21.8887013482
12.75 12.925 -0.6 -0.45 -1.8 -1.7 21.3708549816
12.75 12.925 -0.6 -0.45 -1.7 -1.6 23.8474663288
12.75 12.925 -0.6 -0.45 -1.6 -1.5 24.5913632634
12.75 12.925 -0.6 -0.45 -1.5 -1.4 25.6253260538
12.75 12.925 -0.6 -0.45 -1.4 -1.3 28.09601174
12.75 12.925 -0.6 -0.45 -1.3 -1.2 29.5427245397
12.75 12.925 -0.6 -0.45 -1.2 -1.1 31.3541394494
12.75 12.925 -0.6 -0.45 -1.1 -1.0 35.5353465141
12.75 12.925 -0.6 -0.45 -1.0 -0.9 36.1326146333
12.75 12.925 -0.6 -0.45 -0.9 -0.8 37.9739352698
12.75 12.925 -0.6 -0.45 -0.8 -0.7 41.5828920112
12.75 12.925 -0.6 -0.45 -0.7 -0.6 41.1392016895
12.75 12.925 -0.6 -0.45 -0.6 -0.5 40.3617631885
12.75 12.925 -0.45 -0.3 -2.5 -2.4 18.2905571948
12.75 12.925 -0.45 -0.3 -2.4 -2.3 36.9564222807
12.75 12.925 -0.45 -0.3 -2.3 -2.2 24.576992337
12.75 12.925 -0.45 -0.3 -2.2 -2.1 24.9098531654
12.75 12.925 -0.45 -0.3 -2.1 -2.0 25.8477285939
12.75 12.925 -0.45 -0.3 -2.0 -1.9 23.7488556056
12.75 12.925 -0.45 -0.3 -1.9 -1.8 22.0222174156
12.75 12.925 -0.45 -0.3 -1.8 -1.7 25.5786798325
12.75 12.925 -0.45 -0.3 -1.7 -1.6 28.6092620889
12.75 12.925 -0.45 -0.3 -1.6 -1.5 28.3422016685
12.75 12.925 -0.45 -0.3 -1.5 -1.4 32.4230645775
12.75 12.925 -0.45 -0.3 -1.4 -1.3 31.2873665915
12.75 12.925 -0.45 -0.3 -1.3 -1.2 32.6207136825
12.75 12.925 -0.45 -0.3 -1.2 -1.1 38.4014177449
12.75 12.925 -0.45 -0.3 -1.1 -1.0 40.7574939085
12.75 12.925 -0.45 -0.3 -1.0 -0.9 43.4934740971
12.75 12.925 -0.45 -0.3 -0.9 -0.8 45.5934088686
12.75 12.925 -0.45 -0.3 -0.8 -0.7 48.8427067832
12.75 12.925 -0.45 -0.3 -0.7 -0.6 51.5595282278
12.75 12.925 -0.45 -0.3 -0.6 -0.5 61.5542539461
12.75 12.925 -0.3 -0.15 -2.5 -2.4 35.2496195664
12.75 12.925 -0.3 -0.15 -2.4 -2.3 28.5049763789
12.75 12.925 -0.3 -0.15 -2.3 -2.2 82.2756187107
12.75 12.925 -0.3 -0.15 -2.2 -2.1 33.2253398953
12.75 12.925 -0.3 -0.15 -2.1 -2.0 32.4594546737
12.75 12.925 -0.3 -0.15 -2.0 -1.9 29.1967872026
12.75 12.925 -0.3 -0.15 -1.9 -1.8 31.5879443307
12.75 12.925 -0.3 -0.15 -1.8 -1.7 36.6210069658
12.75 12.925 -0.3 -0.15 -1.7 -1.6 37.4646409254
12.75 12.925 -0.3 -0.15 -1.6 -1.5 39.3952976698
12.75 12.925 -0.3 -0.15 -1.5 -1.4 45.6379843762
12.75 12.925 -0.3 -0.15 -1.4 -1.3 54.6595365809
12.75 12.925 -0.3 -0.15 -1.3 -1.2 36.6684803778
12.75 12.925 -0.3 -0.15 -1.2 -1.1 38.7295040511
12.75 12.925 -0.3 -0.15 -1.1 -1.0 43.0245765025
12.75 12.925 -0.3 -0.15 -1.0 -0.9 52.9318502576
12.75 12.925 -0.3 -0.15 -0.9 -0.8 59.1316558386
12.75 12.925 -0.3 -0.15 -0.8 -0.7 67.4187406954
12.75 12.925 -0.3 -0.15 -0.7 -0.6 63.9577927585
12.75 12.925 -0.3 -0.15 -0.6 -0.5 61.7635824749
12.75 12.925 -0.15 0.0 -2.5 -2.4 36.8723334344
12.75 12.925 -0.15 0.0 -2.4 -2.3 49.4580278858
12.75 12.925 -0.15 0.0 -2.3 -2.2 22.3649292497
12.75 12.925 -0.15 0.0 -2.2 -2.1 30.7212592478
12.75 12.925 -0.15 0.0 -2.1 -2.0 32.8131563984
12.75 12.925 -0.15 0.0 -2.0 -1.9 41.6381772824
12.75 12.925 -0.15 0.0 -1.9 -1.8 30.1599233088
12.75 12.925 -0.15 0.0 -1.8 -1.7 39.5864799649
12.75 12.925 -0.15 0.0 -1.7 -1.6 35.801463267
12.75 12.925 -0.15 0.0 -1.6 -1.5 44.9722242989
12.75 12.925 -0.15 0.0 -1.5 -1.4 30.2451287476
12.75 12.925 -0.15 0.0 -1.4 -1.3 51.571479529
12.75 12.925 -0.15 0.0 -1.3 -1.2 47.8990883938
12.75 12.925 -0.15 0.0 -1.2 -1.1 41.6026290755
12.75 12.925 -0.15 0.0 -1.1 -1.0 49.0873976098
12.75 12.925 -0.15 0.0 -1.0 -0.9 96.6385445623
12.75 12.925 -0.15 0.0 -0.9 -0.8 78.7914259919
12.75 12.925 -0.15 0.0 -0.8 -0.7 96.7080575146
12.75 12.925 -0.15 0.0 -0.7 -0.6 54.022577499
12.75 12.925 -0.15 0.0 -0.6 -0.5 94.9727996738
12.925 13.1 -3.0 -2.85 -2.5 -2.4 0.549807817001
12.925 13.1 -3.0 -2.85 -2.4 -2.3 0.69959074625
12.925 13.1 -3.0 -2.85 -2.3 -2.2 0.882690855952
12.925 13.1 -3.0 -2.85 -2.2 -2.1 1.06518081935
12.925 13.1 -3.0 -2.85 -2.1 -2.0 1.36538121951
12.925 13.1 -3.0 -2.85 -2.0 -1.9 1.6753762122
12.925 13.1 -3.0 -2.85 -1.9 -1.8 1.9849749189
12.925 13.1 -3.0 -2.85 -1.8 -1.7 2.55217717286
12.925 13.1 -3.0 -2.85 -1.7 -1.6 3.12898285905
12.925 13.1 -3.0 -2.85 -1.6 -1.5 3.95433214044
12.925 13.1 -3.0 -2.85 -1.5 -1.4 5.25654043601
12.925 13.1 -3.0 -2.85 -1.4 -1.3 5.7900446548
12.925 13.1 -3.0 -2.85 -1.3 -1.2 6.54991799966
12.925 13.1 -3.0 -2.85 -1.2 -1.1 9.34201421366
12.925 13.1 -3.0 -2.85 -1.1 -1.0 10.578921226
12.925 13.1 -3.0 -2.85 -1.0 -0.9 13.3182733497
12.925 13.1 -3.0 -2.85 -0.9 -0.8 22.2286249734
12.925 13.1 -3.0 -2.85 -0.8 -0.7 16.5707525263
12.925 13.1 -3.0 -2.85 -0.7 -0.6 16.1471596362
12.925 13.1 -3.0 -2.85 -0.6 -0.5 27.0141347866
12.925 13.1 -2.85 -2.7 -2.5 -2.4 0.579664156736
12.925 13.1 -2.85 -2.7 -2.4 -2.3 0.712932302042
12.925 13.1 -2.85 -2.7 -2.3 -2.2 0.871345034046
12.925 13.1 -2.85 -2.7 -2.2 -2.1 0.999781580441
12.925 13.1 -2.85 -2.7 -2.1 -2.0 1.31734430128
12.925 13.1 -2.85 -2.7 -2.0 -1.9 1.65165934015
12.925 13.1 -2.85 -2.7 -1.9 -1.8 2.01219646363
12.925 13.1 -2.85 -2.7 -1.8 -1.7 2.53248223585
12.925 13.1 -2.85 -2.7 -1.7 -1.6 3.0865550618
12.925 13.1 -2.85 -2.7 -1.6 -1.5 3.93830889917
12.925 13.1 -2.85 -2.7 -1.5 -1.4 4.65162945653
12.925 13.1 -2.85 -2.7 -1.4 -1.3 5.48598824531
12.925 13.1 -2.85 -2.7 -1.3 -1.2 7.80027950551
12.925 13.1 -2.85 -2.7 -1.2 -1.1 8.72809742291
12.925 13.1 -2.85 -2.7 -1.1 -1.0 11.4826983225
12.925 13.1 -2.85 -2.7 -1.0 -0.9 15.5082763885
12.925 13.1 -2.85 -2.7 -0.9 -0.8 16.3058222384
12.925 13.1 -2.85 -2.7 -0.8 -0.7 18.6469442097
12.925 13.1 -2.85 -2.7 -0.7 -0.6 26.0930632054
12.925 13.1 -2.85 -2.7 -0.6 -0.5 76.3513743434
12.925 13.1 -2.7 -2.55 -2.5 -2.4 0.653114150374
12.925 13.1 -2.7 -2.55 -2.4 -2.3 0.725585976032
12.925 13.1 -2.7 -2.55 -2.3 -2.2 0.870439407629
12.925 13.1 -2.7 -2.55 -2.2 -2.1 1.00836778677
12.925 13.1 -2.7 -2.55 -2.1 -2.0 1.28001351605
12.925 13.1 -2.7 -2.55 -2.0 -1.9 1.57880497512
12.925 13.1 -2.7 -2.55 -1.9 -1.8 2.01425462831
12.925 13.1 -2.7 -2.55 -1.8 -1.7 2.54831805193
12.925 13.1 -2.7 -2.55 -1.7 -1.6 3.3436565125
12.925 13.1 -2.7 -2.55 -1.6 -1.5 3.86610106413
12.925 13.1 -2.7 -2.55 -1.5 -1.4 4.95705867012
12.925 13.1 -2.7 -2.55 -1.4 -1.3 5.9337348788
12.925 13.1 -2.7 -2.55 -1.3 -1.2 7.42286372167
12.925 13.1 -2.7 -2.55 -1.2 -1.1 9.10540899674
12.925 13.1 -2.7 -2.55 -1.1 -1.0 10.5696494781
12.925 13.1 -2.7 -2.55 -1.0 -0.9 14.021477261
12.925 13.1 -2.7 -2.55 -0.9 -0.8 17.5779876941
12.925 13.1 -2.7 -2.55 -0.8 -0.7 20.4756668086
12.925 13.1 -2.7 -2.55 -0.7 -0.6 41.0300561011
12.925 13.1 -2.7 -2.55 -0.6 -0.5 19.1154834255
12.925 13.1 -2.55 -2.4 -2.5 -2.4 0.756730641335
12.925 13.1 -2.55 -2.4 -2.4 -2.3 0.827886511415
12.925 13.1 -2.55 -2.4 -2.3 -2.2 0.924188573807
12.925 13.1 -2.55 -2.4 -2.2 -2.1 1.0105511699
12.925 13.1 -2.55 -2.4 -2.1 -2.0 1.26382326145
12.925 13.1 -2.55 -2.4 -2.0 -1.9 1.53734951827
12.925 13.1 -2.55 -2.4 -1.9 -1.8 1.95844202756
12.925 13.1 -2.55 -2.4 -1.8 -1.7 2.40247188151
12.925 13.1 -2.55 -2.4 -1.7 -1.6 3.00621917943
