#(1) log(M_min) log of the minimum halo mass of the selection in logscale (in units of Msol/h)
#(2) log(M_max) log of the maximum halo mass of the selection in logscale (in units of Msol/h)
#(3) log(dM_min) log of the minimum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(4) log(dM_max) log of the maximum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(5) log(dz_min) log of the minimum change of redshift of the selection in logscale (calculated as z1-z2)
#(6) log(dz_max) log of the maximum change of redshift of the selection in logscale (calculated as z1-z2)
#(7) Dir
#log(M_min)	log(M_max)	log(dM_min)	log(dM_max)	log(dz_min)	log(dz_max)	Dir
12.75 12.925 -0.9 -0.75 -1.3 -1.2 39.835020065
12.75 12.925 -0.9 -0.75 -1.2 -1.1 46.0839965022
12.75 12.925 -0.9 -0.75 -1.1 -1.0 55.8177190154
12.75 12.925 -0.9 -0.75 -1.0 -0.9 65.573494854
12.75 12.925 -0.9 -0.75 -0.9 -0.8 69.7603574532
12.75 12.925 -0.9 -0.75 -0.8 -0.7 78.9515786327
12.75 12.925 -0.9 -0.75 -0.7 -0.6 92.2048661902
12.75 12.925 -0.9 -0.75 -0.6 -0.5 99.0239025804
12.75 12.925 -0.75 -0.6 -2.5 -2.4 110.915503331
12.75 12.925 -0.75 -0.6 -2.4 -2.3 90.187447585
12.75 12.925 -0.75 -0.6 -2.3 -2.2 40.8009198913
12.75 12.925 -0.75 -0.6 -2.2 -2.1 60.1391576028
12.75 12.925 -0.75 -0.6 -2.1 -2.0 58.624276737
12.75 12.925 -0.75 -0.6 -2.0 -1.9 53.1220239573
12.75 12.925 -0.75 -0.6 -1.9 -1.8 32.2832418932
12.75 12.925 -0.75 -0.6 -1.8 -1.7 34.5493619511
12.75 12.925 -0.75 -0.6 -1.7 -1.6 27.0306292907
12.75 12.925 -0.75 -0.6 -1.6 -1.5 28.8032600798
12.75 12.925 -0.75 -0.6 -1.5 -1.4 32.2987524072
12.75 12.925 -0.75 -0.6 -1.4 -1.3 32.7993031121
12.75 12.925 -0.75 -0.6 -1.3 -1.2 32.870620243
12.75 12.925 -0.75 -0.6 -1.2 -1.1 39.4911766521
12.75 12.925 -0.75 -0.6 -1.1 -1.0 48.4356102036
12.75 12.925 -0.75 -0.6 -1.0 -0.9 56.7747015753
12.75 12.925 -0.75 -0.6 -0.9 -0.8 62.1247926501
12.75 12.925 -0.75 -0.6 -0.8 -0.7 73.6928672317
12.75 12.925 -0.75 -0.6 -0.7 -0.6 75.5354056169
12.75 12.925 -0.75 -0.6 -0.6 -0.5 89.371852221
12.75 12.925 -0.6 -0.45 -2.5 -2.4 122.090244723
12.75 12.925 -0.6 -0.45 -2.4 -2.3 116.295893574
12.75 12.925 -0.6 -0.45 -2.3 -2.2 56.3661901451
12.75 12.925 -0.6 -0.45 -2.2 -2.1 70.8219490204
12.75 12.925 -0.6 -0.45 -2.1 -2.0 58.4165144604
12.75 12.925 -0.6 -0.45 -2.0 -1.9 100.016543597
12.75 12.925 -0.6 -0.45 -1.9 -1.8 61.5248922248
12.75 12.925 -0.6 -0.45 -1.8 -1.7 57.3781513452
12.75 12.925 -0.6 -0.45 -1.7 -1.6 37.7669923399
12.75 12.925 -0.6 -0.45 -1.6 -1.5 35.5022477624
12.75 12.925 -0.6 -0.45 -1.5 -1.4 33.2133138956
12.75 12.925 -0.6 -0.45 -1.4 -1.3 30.0385964825
12.75 12.925 -0.6 -0.45 -1.3 -1.2 32.6842460046
12.75 12.925 -0.6 -0.45 -1.2 -1.1 38.5436723621
12.75 12.925 -0.6 -0.45 -1.1 -1.0 45.2027614932
12.75 12.925 -0.6 -0.45 -1.0 -0.9 55.0316144637
12.75 12.925 -0.6 -0.45 -0.9 -0.8 59.1231122777
12.75 12.925 -0.6 -0.45 -0.8 -0.7 67.9480524372
12.75 12.925 -0.6 -0.45 -0.7 -0.6 74.4520581777
12.75 12.925 -0.6 -0.45 -0.6 -0.5 81.1863275026
12.75 12.925 -0.45 -0.3 -2.5 -2.4 91.6762072622
12.75 12.925 -0.45 -0.3 -2.4 -2.3 129.959146307
12.75 12.925 -0.45 -0.3 -2.3 -2.2 71.856725552
12.75 12.925 -0.45 -0.3 -2.2 -2.1 90.5521012656
12.75 12.925 -0.45 -0.3 -2.1 -2.0 68.371792723
12.75 12.925 -0.45 -0.3 -2.0 -1.9 91.7806705822
12.75 12.925 -0.45 -0.3 -1.9 -1.8 76.2558174144
12.75 12.925 -0.45 -0.3 -1.8 -1.7 73.870597618
12.75 12.925 -0.45 -0.3 -1.7 -1.6 99.0257863065
12.75 12.925 -0.45 -0.3 -1.6 -1.5 75.7843719974
12.75 12.925 -0.45 -0.3 -1.5 -1.4 71.2691527817
12.75 12.925 -0.45 -0.3 -1.4 -1.3 37.7899226779
12.75 12.925 -0.45 -0.3 -1.3 -1.2 42.1078042551
12.75 12.925 -0.45 -0.3 -1.2 -1.1 38.5728536428
12.75 12.925 -0.45 -0.3 -1.1 -1.0 42.7023240013
12.75 12.925 -0.45 -0.3 -1.0 -0.9 46.3202332183
12.75 12.925 -0.45 -0.3 -0.9 -0.8 54.3490349551
12.75 12.925 -0.45 -0.3 -0.8 -0.7 62.3572847947
12.75 12.925 -0.45 -0.3 -0.7 -0.6 69.5749633329
12.75 12.925 -0.45 -0.3 -0.6 -0.5 71.702065598
12.75 12.925 -0.3 -0.15 -2.5 -2.4 115.445087368
12.75 12.925 -0.3 -0.15 -2.4 -2.3 118.472882609
12.75 12.925 -0.3 -0.15 -2.3 -2.2 80.3665199685
12.75 12.925 -0.3 -0.15 -2.2 -2.1 80.2778040203
12.75 12.925 -0.3 -0.15 -2.1 -2.0 94.8292684031
12.75 12.925 -0.3 -0.15 -2.0 -1.9 81.6087376437
12.75 12.925 -0.3 -0.15 -1.9 -1.8 89.2567208094
12.75 12.925 -0.3 -0.15 -1.8 -1.7 77.7246459672
12.75 12.925 -0.3 -0.15 -1.7 -1.6 76.7445771011
12.75 12.925 -0.3 -0.15 -1.6 -1.5 103.442492448
12.75 12.925 -0.3 -0.15 -1.5 -1.4 98.1474363428
12.75 12.925 -0.3 -0.15 -1.4 -1.3 100.874301511
12.75 12.925 -0.3 -0.15 -1.3 -1.2 100.192223956
12.75 12.925 -0.3 -0.15 -1.2 -1.1 79.212429151
12.75 12.925 -0.3 -0.15 -1.1 -1.0 56.4189936132
12.75 12.925 -0.3 -0.15 -1.0 -0.9 61.1331220175
12.75 12.925 -0.3 -0.15 -0.9 -0.8 59.1124407953
12.75 12.925 -0.3 -0.15 -0.8 -0.7 70.2148332803
12.75 12.925 -0.3 -0.15 -0.7 -0.6 71.5825460895
12.75 12.925 -0.3 -0.15 -0.6 -0.5 78.4213945188
12.75 12.925 -0.15 0.0 -2.5 -2.4 102.787305417
12.75 12.925 -0.15 0.0 -2.4 -2.3 106.124978284
12.75 12.925 -0.15 0.0 -2.3 -2.2 146.895850013
12.75 12.925 -0.15 0.0 -2.2 -2.1 66.4510021757
12.75 12.925 -0.15 0.0 -2.1 -2.0 53.895406965
12.75 12.925 -0.15 0.0 -2.0 -1.9 116.497327525
12.75 12.925 -0.15 0.0 -1.9 -1.8 64.4138815219
12.75 12.925 -0.15 0.0 -1.8 -1.7 97.5569182638
12.75 12.925 -0.15 0.0 -1.7 -1.6 61.5528822064
12.75 12.925 -0.15 0.0 -1.6 -1.5 98.610522076
12.75 12.925 -0.15 0.0 -1.5 -1.4 113.054782126
12.75 12.925 -0.15 0.0 -1.4 -1.3 124.130084233
12.75 12.925 -0.15 0.0 -1.3 -1.2 97.8232531871
12.75 12.925 -0.15 0.0 -1.2 -1.1 108.811348537
12.75 12.925 -0.15 0.0 -1.1 -1.0 120.536994643
12.75 12.925 -0.15 0.0 -1.0 -0.9 125.663752785
12.75 12.925 -0.15 0.0 -0.9 -0.8 88.5302716922
12.75 12.925 -0.15 0.0 -0.8 -0.7 99.5395331498
12.75 12.925 -0.15 0.0 -0.7 -0.6 112.33180357
12.75 12.925 -0.15 0.0 -0.6 -0.5 88.4519639888
12.925 13.1 -3.0 -2.85 -2.5 -2.4 45.0317803799
12.925 13.1 -3.0 -2.85 -2.4 -2.3 41.9998245912
12.925 13.1 -3.0 -2.85 -2.3 -2.2 40.4610760373
12.925 13.1 -3.0 -2.85 -2.2 -2.1 38.9139736142
12.925 13.1 -3.0 -2.85 -2.1 -2.0 39.7139163194
12.925 13.1 -3.0 -2.85 -2.0 -1.9 39.0735979883
12.925 13.1 -3.0 -2.85 -1.9 -1.8 40.5815268001
12.925 13.1 -3.0 -2.85 -1.8 -1.7 41.9015301735
12.925 13.1 -3.0 -2.85 -1.7 -1.6 44.5715043994
12.925 13.1 -3.0 -2.85 -1.6 -1.5 47.0196687783
12.925 13.1 -3.0 -2.85 -1.5 -1.4 51.4084834157
12.925 13.1 -3.0 -2.85 -1.4 -1.3 56.7003210812
12.925 13.1 -3.0 -2.85 -1.3 -1.2 54.5893360068
12.925 13.1 -3.0 -2.85 -1.2 -1.1 70.5700255284
12.925 13.1 -3.0 -2.85 -1.1 -1.0 68.5216368673
12.925 13.1 -3.0 -2.85 -1.0 -0.9 87.1326005648
12.925 13.1 -3.0 -2.85 -0.9 -0.8 71.3631221676
12.925 13.1 -3.0 -2.85 -0.8 -0.7 106.492250632
12.925 13.1 -3.0 -2.85 -0.7 -0.6 147.872003106
12.925 13.1 -3.0 -2.85 -0.6 -0.5 147.047138931
12.925 13.1 -2.85 -2.7 -2.5 -2.4 44.8185402656
12.925 13.1 -2.85 -2.7 -2.4 -2.3 42.4365985014
12.925 13.1 -2.85 -2.7 -2.3 -2.2 41.1508744318
12.925 13.1 -2.85 -2.7 -2.2 -2.1 40.7408619108
12.925 13.1 -2.85 -2.7 -2.1 -2.0 40.1563087033
12.925 13.1 -2.85 -2.7 -2.0 -1.9 39.2043250183
12.925 13.1 -2.85 -2.7 -1.9 -1.8 42.1652969461
12.925 13.1 -2.85 -2.7 -1.8 -1.7 42.4796744964
12.925 13.1 -2.85 -2.7 -1.7 -1.6 46.1249744584
12.925 13.1 -2.85 -2.7 -1.6 -1.5 45.5400496709
12.925 13.1 -2.85 -2.7 -1.5 -1.4 51.2092590976
12.925 13.1 -2.85 -2.7 -1.4 -1.3 59.7025003108
12.925 13.1 -2.85 -2.7 -1.3 -1.2 62.5468690782
12.925 13.1 -2.85 -2.7 -1.2 -1.1 69.5334905729
12.925 13.1 -2.85 -2.7 -1.1 -1.0 66.7770291316
12.925 13.1 -2.85 -2.7 -1.0 -0.9 90.0247137888
12.925 13.1 -2.85 -2.7 -0.9 -0.8 76.0358143343
12.925 13.1 -2.85 -2.7 -0.8 -0.7 93.6723501391
12.925 13.1 -2.85 -2.7 -0.7 -0.6 103.127429078
12.925 13.1 -2.85 -2.7 -0.6 -0.5 130.078686871
12.925 13.1 -2.7 -2.55 -2.5 -2.4 40.6847943907
12.925 13.1 -2.7 -2.55 -2.4 -2.3 41.9308617453
12.925 13.1 -2.7 -2.55 -2.3 -2.2 43.0454326682
12.925 13.1 -2.7 -2.55 -2.2 -2.1 40.1692522697
12.925 13.1 -2.7 -2.55 -2.1 -2.0 41.9471171155
12.925 13.1 -2.7 -2.55 -2.0 -1.9 40.2832989589
12.925 13.1 -2.7 -2.55 -1.9 -1.8 39.5384097084
12.925 13.1 -2.7 -2.55 -1.8 -1.7 43.7491412701
12.925 13.1 -2.7 -2.55 -1.7 -1.6 46.3281045639
12.925 13.1 -2.7 -2.55 -1.6 -1.5 46.8129744642
12.925 13.1 -2.7 -2.55 -1.5 -1.4 45.8247027693
12.925 13.1 -2.7 -2.55 -1.4 -1.3 53.6541668593
12.925 13.1 -2.7 -2.55 -1.3 -1.2 62.2199167161
12.925 13.1 -2.7 -2.55 -1.2 -1.1 66.882174591
12.925 13.1 -2.7 -2.55 -1.1 -1.0 73.3849691905
12.925 13.1 -2.7 -2.55 -1.0 -0.9 65.1161740232
12.925 13.1 -2.7 -2.55 -0.9 -0.8 88.3083518846
12.925 13.1 -2.7 -2.55 -0.8 -0.7 99.9137184686
12.925 13.1 -2.7 -2.55 -0.7 -0.6 122.30658497
12.925 13.1 -2.7 -2.55 -0.6 -0.5 108.870107194
12.925 13.1 -2.55 -2.4 -2.5 -2.4 36.8868937517
12.925 13.1 -2.55 -2.4 -2.4 -2.3 38.3089125489
12.925 13.1 -2.55 -2.4 -2.3 -2.2 40.5980073633
12.925 13.1 -2.55 -2.4 -2.2 -2.1 41.6359518938
12.925 13.1 -2.55 -2.4 -2.1 -2.0 40.2804418638
12.925 13.1 -2.55 -2.4 -2.0 -1.9 41.0706763413
12.925 13.1 -2.55 -2.4 -1.9 -1.8 41.5777831651
12.925 13.1 -2.55 -2.4 -1.8 -1.7 41.7745320841
12.925 13.1 -2.55 -2.4 -1.7 -1.6 44.5061883796
12.925 13.1 -2.55 -2.4 -1.6 -1.5 47.1559350282
12.925 13.1 -2.55 -2.4 -1.5 -1.4 50.3917780356
12.925 13.1 -2.55 -2.4 -1.4 -1.3 54.8733954127
12.925 13.1 -2.55 -2.4 -1.3 -1.2 61.5688712195
12.925 13.1 -2.55 -2.4 -1.2 -1.1 67.4625482534
12.925 13.1 -2.55 -2.4 -1.1 -1.0 75.5365740696
12.925 13.1 -2.55 -2.4 -1.0 -0.9 75.5945669259
12.925 13.1 -2.55 -2.4 -0.9 -0.8 65.4908894139
12.925 13.1 -2.55 -2.4 -0.8 -0.7 116.069003968
12.925 13.1 -2.55 -2.4 -0.7 -0.6 88.1996859125
12.925 13.1 -2.55 -2.4 -0.6 -0.5 90.4164230662
12.925 13.1 -2.4 -2.25 -2.5 -2.4 31.2445950955
12.925 13.1 -2.4 -2.25 -2.4 -2.3 33.7800075693
12.925 13.1 -2.4 -2.25 -2.3 -2.2 36.5767932253
12.925 13.1 -2.4 -2.25 -2.2 -2.1 37.568047643
12.925 13.1 -2.4 -2.25 -2.1 -2.0 40.2338490482
12.925 13.1 -2.4 -2.25 -2.0 -1.9 42.2402428115
12.925 13.1 -2.4 -2.25 -1.9 -1.8 42.7223122082
12.925 13.1 -2.4 -2.25 -1.8 -1.7 41.822933142
12.925 13.1 -2.4 -2.25 -1.7 -1.6 44.4379758521
12.925 13.1 -2.4 -2.25 -1.6 -1.5 46.6910474278
12.925 13.1 -2.4 -2.25 -1.5 -1.4 50.7852840168
12.925 13.1 -2.4 -2.25 -1.4 -1.3 55.9202724088
12.925 13.1 -2.4 -2.25 -1.3 -1.2 58.7815234006
12.925 13.1 -2.4 -2.25 -1.2 -1.1 69.3948516791
12.925 13.1 -2.4 -2.25 -1.1 -1.0 78.9213170079
12.925 13.1 -2.4 -2.25 -1.0 -0.9 84.3839180593
12.925 13.1 -2.4 -2.25 -0.9 -0.8 98.5196275327
12.925 13.1 -2.4 -2.25 -0.8 -0.7 86.8303547977
12.925 13.1 -2.4 -2.25 -0.7 -0.6 123.619824239
12.925 13.1 -2.4 -2.25 -0.6 -0.5 104.170260321
12.925 13.1 -2.25 -2.1 -2.5 -2.4 26.0536202618
12.925 13.1 -2.25 -2.1 -2.4 -2.3 27.3237088025
12.925 13.1 -2.25 -2.1 -2.3 -2.2 31.0085693417
12.925 13.1 -2.25 -2.1 -2.2 -2.1 34.8687020542
12.925 13.1 -2.25 -2.1 -2.1 -2.0 36.9683905933
12.925 13.1 -2.25 -2.1 -2.0 -1.9 39.7426649685
12.925 13.1 -2.25 -2.1 -1.9 -1.8 42.0693750537
12.925 13.1 -2.25 -2.1 -1.8 -1.7 43.2393232105
12.925 13.1 -2.25 -2.1 -1.7 -1.6 44.1891753853
12.925 13.1 -2.25 -2.1 -1.6 -1.5 47.3047630903
12.925 13.1 -2.25 -2.1 -1.5 -1.4 48.1309825879
12.925 13.1 -2.25 -2.1 -1.4 -1.3 55.2919918581
12.925 13.1 -2.25 -2.1 -1.3 -1.2 56.1641520807
12.925 13.1 -2.25 -2.1 -1.2 -1.1 62.6626980123
12.925 13.1 -2.25 -2.1 -1.1 -1.0 78.1765357508
12.925 13.1 -2.25 -2.1 -1.0 -0.9 81.2422451107
12.925 13.1 -2.25 -2.1 -0.9 -0.8 96.6860719264
12.925 13.1 -2.25 -2.1 -0.8 -0.7 105.816432472
12.925 13.1 -2.25 -2.1 -0.7 -0.6 104.634030566
12.925 13.1 -2.25 -2.1 -0.6 -0.5 97.0558168937
12.925 13.1 -2.1 -1.95 -2.5 -2.4 22.8404471658
12.925 13.1 -2.1 -1.95 -2.4 -2.3 23.0788164755
12.925 13.1 -2.1 -1.95 -2.3 -2.2 26.7913913784
12.925 13.1 -2.1 -1.95 -2.2 -2.1 29.6402145779
12.925 13.1 -2.1 -1.95 -2.1 -2.0 33.48486295
12.925 13.1 -2.1 -1.95 -2.0 -1.9 36.192561349
12.925 13.1 -2.1 -1.95 -1.9 -1.8 40.3817687138
12.925 13.1 -2.1 -1.95 -1.8 -1.7 43.3426243004
12.925 13.1 -2.1 -1.95 -1.7 -1.6 44.929085541
12.925 13.1 -2.1 -1.95 -1.6 -1.5 47.5263739141
12.925 13.1 -2.1 -1.95 -1.5 -1.4 50.9612278268
12.925 13.1 -2.1 -1.95 -1.4 -1.3 52.3359253646
12.925 13.1 -2.1 -1.95 -1.3 -1.2 60.9633223962
12.925 13.1 -2.1 -1.95 -1.2 -1.1 61.5413682019
12.925 13.1 -2.1 -1.95 -1.1 -1.0 65.5302603394
12.925 13.1 -2.1 -1.95 -1.0 -0.9 86.5378911655
12.925 13.1 -2.1 -1.95 -0.9 -0.8 96.3345246664
12.925 13.1 -2.1 -1.95 -0.8 -0.7 105.255415108
12.925 13.1 -2.1 -1.95 -0.7 -0.6 129.362982314
12.925 13.1 -2.1 -1.95 -0.6 -0.5 112.730269078
12.925 13.1 -1.95 -1.8 -2.5 -2.4 24.6358596177
12.925 13.1 -1.95 -1.8 -2.4 -2.3 19.6599587089
12.925 13.1 -1.95 -1.8 -2.3 -2.2 24.5115360427
12.925 13.1 -1.95 -1.8 -2.2 -2.1 26.0996629547
12.925 13.1 -1.95 -1.8 -2.1 -2.0 28.9436742612
12.925 13.1 -1.95 -1.8 -2.0 -1.9 33.346532356
12.925 13.1 -1.95 -1.8 -1.9 -1.8 37.4103672581
12.925 13.1 -1.95 -1.8 -1.8 -1.7 41.6263163387
12.925 13.1 -1.95 -1.8 -1.7 -1.6 43.5701453457
12.925 13.1 -1.95 -1.8 -1.6 -1.5 47.0298195524
12.925 13.1 -1.95 -1.8 -1.5 -1.4 52.2069487674
12.925 13.1 -1.95 -1.8 -1.4 -1.3 54.1128341265
12.925 13.1 -1.95 -1.8 -1.3 -1.2 57.6432266228
12.925 13.1 -1.95 -1.8 -1.2 -1.1 63.4992148377
12.925 13.1 -1.95 -1.8 -1.1 -1.0 70.9487199725
12.925 13.1 -1.95 -1.8 -1.0 -0.9 85.1618409304
12.925 13.1 -1.95 -1.8 -0.9 -0.8 89.5953581038
12.925 13.1 -1.95 -1.8 -0.8 -0.7 108.47265486
12.925 13.1 -1.95 -1.8 -0.7 -0.6 125.354210014
12.925 13.1 -1.95 -1.8 -0.6 -0.5 142.161227554
12.925 13.1 -1.8 -1.65 -2.5 -2.4 24.6776741588
12.925 13.1 -1.8 -1.65 -2.4 -2.3 19.9486728181
12.925 13.1 -1.8 -1.65 -2.3 -2.2 21.3259757895
12.925 13.1 -1.8 -1.65 -2.2 -2.1 22.396780604
12.925 13.1 -1.8 -1.65 -2.1 -2.0 24.8026682905
12.925 13.1 -1.8 -1.65 -2.0 -1.9 26.9951750425
12.925 13.1 -1.8 -1.65 -1.9 -1.8 31.8940360999
12.925 13.1 -1.8 -1.65 -1.8 -1.7 38.3955403101
12.925 13.1 -1.8 -1.65 -1.7 -1.6 42.7459019257
12.925 13.1 -1.8 -1.65 -1.6 -1.5 46.4345007028
12.925 13.1 -1.8 -1.65 -1.5 -1.4 49.9537150254
12.925 13.1 -1.8 -1.65 -1.4 -1.3 55.5010130601
12.925 13.1 -1.8 -1.65 -1.3 -1.2 57.3139648308
12.925 13.1 -1.8 -1.65 -1.2 -1.1 61.8575921288
12.925 13.1 -1.8 -1.65 -1.1 -1.0 70.3852824861
12.925 13.1 -1.8 -1.65 -1.0 -0.9 74.1853903043
12.925 13.1 -1.8 -1.65 -0.9 -0.8 92.4645274278
12.925 13.1 -1.8 -1.65 -0.8 -0.7 96.8074233771
12.925 13.1 -1.8 -1.65 -0.7 -0.6 133.695855496
12.925 13.1 -1.8 -1.65 -0.6 -0.5 140.910208717
12.925 13.1 -1.65 -1.5 -2.5 -2.4 33.2838384525
12.925 13.1 -1.65 -1.5 -2.4 -2.3 22.205681289
12.925 13.1 -1.65 -1.5 -2.3 -2.2 24.8915854881
12.925 13.1 -1.65 -1.5 -2.2 -2.1 22.199153017
12.925 13.1 -1.65 -1.5 -2.1 -2.0 21.5069791352
12.925 13.1 -1.65 -1.5 -2.0 -1.9 25.1581934076
12.925 13.1 -1.65 -1.5 -1.9 -1.8 26.9156018542
12.925 13.1 -1.65 -1.5 -1.8 -1.7 33.3481310763
12.925 13.1 -1.65 -1.5 -1.7 -1.6 38.4873404065
12.925 13.1 -1.65 -1.5 -1.6 -1.5 44.9864848359
12.925 13.1 -1.65 -1.5 -1.5 -1.4 48.9700370437
12.925 13.1 -1.65 -1.5 -1.4 -1.3 53.319984779
12.925 13.1 -1.65 -1.5 -1.3 -1.2 59.6736454067
12.925 13.1 -1.65 -1.5 -1.2 -1.1 63.2507444523
12.925 13.1 -1.65 -1.5 -1.1 -1.0 69.8240062424
12.925 13.1 -1.65 -1.5 -1.0 -0.9 74.374268356
12.925 13.1 -1.65 -1.5 -0.9 -0.8 89.5484058772
12.925 13.1 -1.65 -1.5 -0.8 -0.7 98.4145991379
12.925 13.1 -1.65 -1.5 -0.7 -0.6 133.045741462
12.925 13.1 -1.65 -1.5 -0.6 -0.5 137.493455526
12.925 13.1 -1.5 -1.35 -2.5 -2.4 47.4063567951
12.925 13.1 -1.5 -1.35 -2.4 -2.3 26.2268056773
12.925 13.1 -1.5 -1.35 -2.3 -2.2 32.311385987
12.925 13.1 -1.5 -1.35 -2.2 -2.1 22.9978192899
12.925 13.1 -1.5 -1.35 -2.1 -2.0 21.008180748
12.925 13.1 -1.5 -1.35 -2.0 -1.9 22.0262090814
12.925 13.1 -1.5 -1.35 -1.9 -1.8 23.5061981253
12.925 13.1 -1.5 -1.35 -1.8 -1.7 28.8197029769
12.925 13.1 -1.5 -1.35 -1.7 -1.6 33.0683251688
12.925 13.1 -1.5 -1.35 -1.6 -1.5 40.417197557
12.925 13.1 -1.5 -1.35 -1.5 -1.4 46.0822509768
12.925 13.1 -1.5 -1.35 -1.4 -1.3 51.4235285704
12.925 13.1 -1.5 -1.35 -1.3 -1.2 56.6924342998
12.925 13.1 -1.5 -1.35 -1.2 -1.1 60.9850572477
12.925 13.1 -1.5 -1.35 -1.1 -1.0 70.5802638398
12.925 13.1 -1.5 -1.35 -1.0 -0.9 77.3089673302
12.925 13.1 -1.5 -1.35 -0.9 -0.8 84.6831295378
12.925 13.1 -1.5 -1.35 -0.8 -0.7 93.0617142605
12.925 13.1 -1.5 -1.35 -0.7 -0.6 108.321184412
12.925 13.1 -1.5 -1.35 -0.6 -0.5 122.805416851
12.925 13.1 -1.35 -1.2 -2.5 -2.4 68.9131117459
12.925 13.1 -1.35 -1.2 -2.4 -2.3 36.423967015
12.925 13.1 -1.35 -1.2 -2.3 -2.2 32.9043597698
12.925 13.1 -1.35 -1.2 -2.2 -2.1 29.5424827408
12.925 13.1 -1.35 -1.2 -2.1 -2.0 21.5136208181
12.925 13.1 -1.35 -1.2 -2.0 -1.9 22.2933752259
12.925 13.1 -1.35 -1.2 -1.9 -1.8 19.7712304836
12.925 13.1 -1.35 -1.2 -1.8 -1.7 25.0540127149
12.925 13.1 -1.35 -1.2 -1.7 -1.6 30.1423744289
12.925 13.1 -1.35 -1.2 -1.6 -1.5 35.292599181
12.925 13.1 -1.35 -1.2 -1.5 -1.4 43.4084559637
12.925 13.1 -1.35 -1.2 -1.4 -1.3 46.7517480909
12.925 13.1 -1.35 -1.2 -1.3 -1.2 54.4562929839
12.925 13.1 -1.35 -1.2 -1.2 -1.1 61.9321174357
12.925 13.1 -1.35 -1.2 -1.1 -1.0 68.4219146604
12.925 13.1 -1.35 -1.2 -1.0 -0.9 75.7459423563
12.925 13.1 -1.35 -1.2 -0.9 -0.8 82.6112287198
12.925 13.1 -1.35 -1.2 -0.8 -0.7 93.2868899232
12.925 13.1 -1.35 -1.2 -0.7 -0.6 102.183431191
12.925 13.1 -1.35 -1.2 -0.6 -0.5 114.946558373
12.925 13.1 -1.2 -1.05 -2.5 -2.4 87.2838958786
12.925 13.1 -1.2 -1.05 -2.4 -2.3 54.2321828143
12.925 13.1 -1.2 -1.05 -2.3 -2.2 42.3459712046
12.925 13.1 -1.2 -1.05 -2.2 -2.1 31.3714381389
12.925 13.1 -1.2 -1.05 -2.1 -2.0 24.5647896386
12.925 13.1 -1.2 -1.05 -2.0 -1.9 27.471401985
12.925 13.1 -1.2 -1.05 -1.9 -1.8 19.9756740761
12.925 13.1 -1.2 -1.05 -1.8 -1.7 23.2357019366
12.925 13.1 -1.2 -1.05 -1.7 -1.6 25.1700074676
12.925 13.1 -1.2 -1.05 -1.6 -1.5 30.4691553181
12.925 13.1 -1.2 -1.05 -1.5 -1.4 36.4599521921
12.925 13.1 -1.2 -1.05 -1.4 -1.3 42.1250742999
12.925 13.1 -1.2 -1.05 -1.3 -1.2 50.0281544616
12.925 13.1 -1.2 -1.05 -1.2 -1.1 57.2666721534
12.925 13.1 -1.2 -1.05 -1.1 -1.0 65.9812923578
12.925 13.1 -1.2 -1.05 -1.0 -0.9 74.2479542388
12.925 13.1 -1.2 -1.05 -0.9 -0.8 79.1253992482
12.925 13.1 -1.2 -1.05 -0.8 -0.7 94.0421994847
12.925 13.1 -1.2 -1.05 -0.7 -0.6 111.927762273
12.925 13.1 -1.2 -1.05 -0.6 -0.5 111.858267224
12.925 13.1 -1.05 -0.9 -2.5 -2.4 104.110155193
12.925 13.1 -1.05 -0.9 -2.4 -2.3 62.0501274978
12.925 13.1 -1.05 -0.9 -2.3 -2.2 45.8200939877
12.925 13.1 -1.05 -0.9 -2.2 -2.1 46.3083175275
12.925 13.1 -1.05 -0.9 -2.1 -2.0 32.4740187152
12.925 13.1 -1.05 -0.9 -2.0 -1.9 38.7765955213
12.925 13.1 -1.05 -0.9 -1.9 -1.8 22.2589373371
12.925 13.1 -1.05 -0.9 -1.8 -1.7 23.2326035183
12.925 13.1 -1.05 -0.9 -1.7 -1.6 27.4044743344
12.925 13.1 -1.05 -0.9 -1.6 -1.5 27.2287925219
12.925 13.1 -1.05 -0.9 -1.5 -1.4 35.9303763933
12.925 13.1 -1.05 -0.9 -1.4 -1.3 37.2379519745
12.925 13.1 -1.05 -0.9 -1.3 -1.2 43.5880526029
12.925 13.1 -1.05 -0.9 -1.2 -1.1 52.8911099549
12.925 13.1 -1.05 -0.9 -1.1 -1.0 59.6979467597
12.925 13.1 -1.05 -0.9 -1.0 -0.9 69.5835439174
12.925 13.1 -1.05 -0.9 -0.9 -0.8 76.5413620448
12.925 13.1 -1.05 -0.9 -0.8 -0.7 84.3771294625
12.925 13.1 -1.05 -0.9 -0.7 -0.6 110.515780251
12.925 13.1 -1.05 -0.9 -0.6 -0.5 119.071180775
12.925 13.1 -0.9 -0.75 -2.5 -2.4 108.992971473
12.925 13.1 -0.9 -0.75 -2.4 -2.3 84.8207998575
12.925 13.1 -0.9 -0.75 -2.3 -2.2 91.4864590845
12.925 13.1 -0.9 -0.75 -2.2 -2.1 59.1210316788
12.925 13.1 -0.9 -0.75 -2.1 -2.0 42.5294572721
