#(1) log(M_min) log of the minimum halo mass of the selection in logscale (in units of Msol/h)
#(2) log(M_max) log of the maximum halo mass of the selection in logscale (in units of Msol/h)
#(3) log(dM_min) log of the minimum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(4) log(dM_max) log of the maximum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(5) log(dz_min) log of the minimum change of redshift of the selection in logscale (calculated as z1-z2)
#(6) log(dz_max) log of the maximum change of redshift of the selection in logscale (calculated as z1-z2)
#(7) Dir
#log(M_min)	log(M_max)	log(dM_min)	log(dM_max)	log(dz_min)	log(dz_max)	Dir
12.575 12.75 -0.9 -0.75 -0.7 -0.6 90.6108979524
12.575 12.75 -0.9 -0.75 -0.6 -0.5 99.0562837008
12.575 12.75 -0.75 -0.6 -2.5 -2.4 110.302594739
12.575 12.75 -0.75 -0.6 -2.4 -2.3 105.678239625
12.575 12.75 -0.75 -0.6 -2.3 -2.2 92.7203645069
12.575 12.75 -0.75 -0.6 -2.2 -2.1 79.5796887658
12.575 12.75 -0.75 -0.6 -2.1 -2.0 68.071686131
12.575 12.75 -0.75 -0.6 -2.0 -1.9 59.3342452198
12.575 12.75 -0.75 -0.6 -1.9 -1.8 34.5983287758
12.575 12.75 -0.75 -0.6 -1.8 -1.7 29.9259374437
12.575 12.75 -0.75 -0.6 -1.7 -1.6 30.9772984293
12.575 12.75 -0.75 -0.6 -1.6 -1.5 29.6085955431
12.575 12.75 -0.75 -0.6 -1.5 -1.4 30.8587489168
12.575 12.75 -0.75 -0.6 -1.4 -1.3 30.6094734342
12.575 12.75 -0.75 -0.6 -1.3 -1.2 33.5414737584
12.575 12.75 -0.75 -0.6 -1.2 -1.1 43.1405290692
12.575 12.75 -0.75 -0.6 -1.1 -1.0 49.126089767
12.575 12.75 -0.75 -0.6 -1.0 -0.9 56.7474471277
12.575 12.75 -0.75 -0.6 -0.9 -0.8 62.5848867245
12.575 12.75 -0.75 -0.6 -0.8 -0.7 70.9827242935
12.575 12.75 -0.75 -0.6 -0.7 -0.6 81.3317347303
12.575 12.75 -0.75 -0.6 -0.6 -0.5 91.5704978779
12.575 12.75 -0.6 -0.45 -2.5 -2.4 117.388352523
12.575 12.75 -0.6 -0.45 -2.4 -2.3 99.8698672515
12.575 12.75 -0.6 -0.45 -2.3 -2.2 101.653860474
12.575 12.75 -0.6 -0.45 -2.2 -2.1 61.0644316413
12.575 12.75 -0.6 -0.45 -2.1 -2.0 83.5456391437
12.575 12.75 -0.6 -0.45 -2.0 -1.9 81.014466609
12.575 12.75 -0.6 -0.45 -1.9 -1.8 60.5570990801
12.575 12.75 -0.6 -0.45 -1.8 -1.7 54.7232325355
12.575 12.75 -0.6 -0.45 -1.7 -1.6 37.9143250232
12.575 12.75 -0.6 -0.45 -1.6 -1.5 32.1745552249
12.575 12.75 -0.6 -0.45 -1.5 -1.4 35.5986225625
12.575 12.75 -0.6 -0.45 -1.4 -1.3 28.3089142893
12.575 12.75 -0.6 -0.45 -1.3 -1.2 30.5214062843
12.575 12.75 -0.6 -0.45 -1.2 -1.1 36.5575098233
12.575 12.75 -0.6 -0.45 -1.1 -1.0 44.0484535881
12.575 12.75 -0.6 -0.45 -1.0 -0.9 51.4980751888
12.575 12.75 -0.6 -0.45 -0.9 -0.8 59.6248381184
12.575 12.75 -0.6 -0.45 -0.8 -0.7 66.8010369034
12.575 12.75 -0.6 -0.45 -0.7 -0.6 74.4640984955
12.575 12.75 -0.6 -0.45 -0.6 -0.5 84.5361266526
12.575 12.75 -0.45 -0.3 -2.5 -2.4 115.489498094
12.575 12.75 -0.45 -0.3 -2.4 -2.3 123.417087082
12.575 12.75 -0.45 -0.3 -2.3 -2.2 80.8828442539
12.575 12.75 -0.45 -0.3 -2.2 -2.1 108.778134821
12.575 12.75 -0.45 -0.3 -2.1 -2.0 76.2792963083
12.575 12.75 -0.45 -0.3 -2.0 -1.9 107.236968779
12.575 12.75 -0.45 -0.3 -1.9 -1.8 85.5437814067
12.575 12.75 -0.45 -0.3 -1.8 -1.7 75.592198265
12.575 12.75 -0.45 -0.3 -1.7 -1.6 64.5001574467
12.575 12.75 -0.45 -0.3 -1.6 -1.5 71.0569516987
12.575 12.75 -0.45 -0.3 -1.5 -1.4 69.7915929732
12.575 12.75 -0.45 -0.3 -1.4 -1.3 40.3981023686
12.575 12.75 -0.45 -0.3 -1.3 -1.2 40.8288434693
12.575 12.75 -0.45 -0.3 -1.2 -1.1 39.0975750737
12.575 12.75 -0.45 -0.3 -1.1 -1.0 43.4591613645
12.575 12.75 -0.45 -0.3 -1.0 -0.9 49.1545703457
12.575 12.75 -0.45 -0.3 -0.9 -0.8 52.4091373609
12.575 12.75 -0.45 -0.3 -0.8 -0.7 64.9338731248
12.575 12.75 -0.45 -0.3 -0.7 -0.6 68.5266487848
12.575 12.75 -0.45 -0.3 -0.6 -0.5 77.9615085537
12.575 12.75 -0.3 -0.15 -2.5 -2.4 115.417229824
12.575 12.75 -0.3 -0.15 -2.4 -2.3 144.082571364
12.575 12.75 -0.3 -0.15 -2.3 -2.2 106.591427064
12.575 12.75 -0.3 -0.15 -2.2 -2.1 61.4860822308
12.575 12.75 -0.3 -0.15 -2.1 -2.0 74.8237661322
12.575 12.75 -0.3 -0.15 -2.0 -1.9 85.2933657106
12.575 12.75 -0.3 -0.15 -1.9 -1.8 83.5705436279
12.575 12.75 -0.3 -0.15 -1.8 -1.7 95.1290466227
12.575 12.75 -0.3 -0.15 -1.7 -1.6 91.1282059044
12.575 12.75 -0.3 -0.15 -1.6 -1.5 107.31680275
12.575 12.75 -0.3 -0.15 -1.5 -1.4 106.078676863
12.575 12.75 -0.3 -0.15 -1.4 -1.3 79.1349100025
12.575 12.75 -0.3 -0.15 -1.3 -1.2 98.1470095344
12.575 12.75 -0.3 -0.15 -1.2 -1.1 80.4497963221
12.575 12.75 -0.3 -0.15 -1.1 -1.0 56.9311774166
12.575 12.75 -0.3 -0.15 -1.0 -0.9 58.6147747583
12.575 12.75 -0.3 -0.15 -0.9 -0.8 59.3591572375
12.575 12.75 -0.3 -0.15 -0.8 -0.7 62.6367737979
12.575 12.75 -0.3 -0.15 -0.7 -0.6 70.0801636249
12.575 12.75 -0.3 -0.15 -0.6 -0.5 80.1376217982
12.575 12.75 -0.15 0.0 -2.5 -2.4 116.944692956
12.575 12.75 -0.15 0.0 -2.4 -2.3 157.263116357
12.575 12.75 -0.15 0.0 -2.3 -2.2 63.9113025897
12.575 12.75 -0.15 0.0 -2.2 -2.1 150.605962346
12.575 12.75 -0.15 0.0 -2.1 -2.0 126.3657278
12.575 12.75 -0.15 0.0 -2.0 -1.9 119.376318265
12.575 12.75 -0.15 0.0 -1.9 -1.8 107.895681795
12.575 12.75 -0.15 0.0 -1.8 -1.7 104.791977722
12.575 12.75 -0.15 0.0 -1.7 -1.6 106.99442245
12.575 12.75 -0.15 0.0 -1.6 -1.5 113.944937996
12.575 12.75 -0.15 0.0 -1.5 -1.4 117.670295713
12.575 12.75 -0.15 0.0 -1.4 -1.3 137.358938766
12.575 12.75 -0.15 0.0 -1.3 -1.2 136.725323884
12.575 12.75 -0.15 0.0 -1.2 -1.1 118.968907679
12.575 12.75 -0.15 0.0 -1.1 -1.0 130.393926547
12.575 12.75 -0.15 0.0 -1.0 -0.9 107.272717597
12.575 12.75 -0.15 0.0 -0.9 -0.8 128.574762372
12.575 12.75 -0.15 0.0 -0.8 -0.7 64.8268800417
12.575 12.75 -0.15 0.0 -0.7 -0.6 78.7766592814
12.575 12.75 -0.15 0.0 -0.6 -0.5 73.7687847477
12.75 12.925 -3.0 -2.85 -2.5 -2.4 50.8324232411
12.75 12.925 -3.0 -2.85 -2.4 -2.3 49.2736951429
12.75 12.925 -3.0 -2.85 -2.3 -2.2 45.5418853406
12.75 12.925 -3.0 -2.85 -2.2 -2.1 42.7819734313
12.75 12.925 -3.0 -2.85 -2.1 -2.0 43.1518256156
12.75 12.925 -3.0 -2.85 -2.0 -1.9 42.6357461614
12.75 12.925 -3.0 -2.85 -1.9 -1.8 43.8918492782
12.75 12.925 -3.0 -2.85 -1.8 -1.7 44.4831509525
12.75 12.925 -3.0 -2.85 -1.7 -1.6 47.1683355081
12.75 12.925 -3.0 -2.85 -1.6 -1.5 47.5354406417
12.75 12.925 -3.0 -2.85 -1.5 -1.4 53.120576299
12.75 12.925 -3.0 -2.85 -1.4 -1.3 55.8913046774
12.75 12.925 -3.0 -2.85 -1.3 -1.2 54.3180479409
12.75 12.925 -3.0 -2.85 -1.2 -1.1 67.194028339
12.75 12.925 -3.0 -2.85 -1.1 -1.0 65.4416585113
12.75 12.925 -3.0 -2.85 -1.0 -0.9 82.30183576
12.75 12.925 -3.0 -2.85 -0.9 -0.8 85.3191766004
12.75 12.925 -3.0 -2.85 -0.8 -0.7 92.4822035466
12.75 12.925 -3.0 -2.85 -0.7 -0.6 125.525227955
12.75 12.925 -3.0 -2.85 -0.6 -0.5 95.1786102351
12.75 12.925 -2.85 -2.7 -2.5 -2.4 50.6467364941
12.75 12.925 -2.85 -2.7 -2.4 -2.3 49.6222484699
12.75 12.925 -2.85 -2.7 -2.3 -2.2 48.8179056236
12.75 12.925 -2.85 -2.7 -2.2 -2.1 45.3613687293
12.75 12.925 -2.85 -2.7 -2.1 -2.0 42.0458247653
12.75 12.925 -2.85 -2.7 -2.0 -1.9 43.3057717088
12.75 12.925 -2.85 -2.7 -1.9 -1.8 42.1349436099
12.75 12.925 -2.85 -2.7 -1.8 -1.7 44.114761339
12.75 12.925 -2.85 -2.7 -1.7 -1.6 46.3770455406
12.75 12.925 -2.85 -2.7 -1.6 -1.5 49.8699343422
12.75 12.925 -2.85 -2.7 -1.5 -1.4 50.6131150897
12.75 12.925 -2.85 -2.7 -1.4 -1.3 57.8238356428
12.75 12.925 -2.85 -2.7 -1.3 -1.2 63.8335806959
12.75 12.925 -2.85 -2.7 -1.2 -1.1 60.0750027209
12.75 12.925 -2.85 -2.7 -1.1 -1.0 67.7560318783
12.75 12.925 -2.85 -2.7 -1.0 -0.9 81.7321906246
12.75 12.925 -2.85 -2.7 -0.9 -0.8 87.1583450404
12.75 12.925 -2.85 -2.7 -0.8 -0.7 110.583064593
12.75 12.925 -2.85 -2.7 -0.7 -0.6 151.876236963
12.75 12.925 -2.85 -2.7 -0.6 -0.5 165.154117094
12.75 12.925 -2.7 -2.55 -2.5 -2.4 46.8323812052
12.75 12.925 -2.7 -2.55 -2.4 -2.3 47.6174847957
12.75 12.925 -2.7 -2.55 -2.3 -2.2 45.7831612316
12.75 12.925 -2.7 -2.55 -2.2 -2.1 45.6388287976
12.75 12.925 -2.7 -2.55 -2.1 -2.0 44.2325693354
12.75 12.925 -2.7 -2.55 -2.0 -1.9 43.1868338101
12.75 12.925 -2.7 -2.55 -1.9 -1.8 43.5460171084
12.75 12.925 -2.7 -2.55 -1.8 -1.7 45.8207063475
12.75 12.925 -2.7 -2.55 -1.7 -1.6 43.2060005348
12.75 12.925 -2.7 -2.55 -1.6 -1.5 46.6012670151
12.75 12.925 -2.7 -2.55 -1.5 -1.4 52.4745466915
12.75 12.925 -2.7 -2.55 -1.4 -1.3 53.1116861694
12.75 12.925 -2.7 -2.55 -1.3 -1.2 56.9577570128
12.75 12.925 -2.7 -2.55 -1.2 -1.1 58.8646551367
12.75 12.925 -2.7 -2.55 -1.1 -1.0 71.463492731
12.75 12.925 -2.7 -2.55 -1.0 -0.9 76.0852158074
12.75 12.925 -2.7 -2.55 -0.9 -0.8 86.756744317
12.75 12.925 -2.7 -2.55 -0.8 -0.7 121.219903916
12.75 12.925 -2.7 -2.55 -0.7 -0.6 142.605876825
12.75 12.925 -2.7 -2.55 -0.6 -0.5 152.035091825
12.75 12.925 -2.55 -2.4 -2.5 -2.4 40.7257727035
12.75 12.925 -2.55 -2.4 -2.4 -2.3 44.1866545708
12.75 12.925 -2.55 -2.4 -2.3 -2.2 44.4985751227
12.75 12.925 -2.55 -2.4 -2.2 -2.1 45.1655453177
12.75 12.925 -2.55 -2.4 -2.1 -2.0 45.4580535602
12.75 12.925 -2.55 -2.4 -2.0 -1.9 45.1980150469
12.75 12.925 -2.55 -2.4 -1.9 -1.8 43.701251309
12.75 12.925 -2.55 -2.4 -1.8 -1.7 44.2375837081
12.75 12.925 -2.55 -2.4 -1.7 -1.6 46.4763573024
12.75 12.925 -2.55 -2.4 -1.6 -1.5 49.7372551272
12.75 12.925 -2.55 -2.4 -1.5 -1.4 48.9147915701
12.75 12.925 -2.55 -2.4 -1.4 -1.3 52.8409793348
12.75 12.925 -2.55 -2.4 -1.3 -1.2 60.8669758493
12.75 12.925 -2.55 -2.4 -1.2 -1.1 59.257054782
12.75 12.925 -2.55 -2.4 -1.1 -1.0 66.566515676
12.75 12.925 -2.55 -2.4 -1.0 -0.9 76.199261806
12.75 12.925 -2.55 -2.4 -0.9 -0.8 77.8466473427
12.75 12.925 -2.55 -2.4 -0.8 -0.7 109.82489648
12.75 12.925 -2.55 -2.4 -0.7 -0.6 142.879168235
12.75 12.925 -2.55 -2.4 -0.6 -0.5 139.903840063
12.75 12.925 -2.4 -2.25 -2.5 -2.4 34.1719046339
12.75 12.925 -2.4 -2.25 -2.4 -2.3 36.8964840911
12.75 12.925 -2.4 -2.25 -2.3 -2.2 37.7587257584
12.75 12.925 -2.4 -2.25 -2.2 -2.1 41.6589152577
12.75 12.925 -2.4 -2.25 -2.1 -2.0 44.0041490801
12.75 12.925 -2.4 -2.25 -2.0 -1.9 45.0206726122
12.75 12.925 -2.4 -2.25 -1.9 -1.8 44.8129465939
12.75 12.925 -2.4 -2.25 -1.8 -1.7 44.8724409392
12.75 12.925 -2.4 -2.25 -1.7 -1.6 45.6008204694
12.75 12.925 -2.4 -2.25 -1.6 -1.5 49.6476117995
12.75 12.925 -2.4 -2.25 -1.5 -1.4 49.7653785426
12.75 12.925 -2.4 -2.25 -1.4 -1.3 54.643036701
12.75 12.925 -2.4 -2.25 -1.3 -1.2 57.0140087458
12.75 12.925 -2.4 -2.25 -1.2 -1.1 63.5105927882
12.75 12.925 -2.4 -2.25 -1.1 -1.0 70.030490391
12.75 12.925 -2.4 -2.25 -1.0 -0.9 77.4536728656
12.75 12.925 -2.4 -2.25 -0.9 -0.8 90.9624359105
12.75 12.925 -2.4 -2.25 -0.8 -0.7 104.455211472
12.75 12.925 -2.4 -2.25 -0.7 -0.6 101.921781372
12.75 12.925 -2.4 -2.25 -0.6 -0.5 117.979255674
12.75 12.925 -2.25 -2.1 -2.5 -2.4 30.0897039394
12.75 12.925 -2.25 -2.1 -2.4 -2.3 30.8480235554
12.75 12.925 -2.25 -2.1 -2.3 -2.2 32.2067147729
12.75 12.925 -2.25 -2.1 -2.2 -2.1 36.9058210811
12.75 12.925 -2.25 -2.1 -2.1 -2.0 40.1014856812
12.75 12.925 -2.25 -2.1 -2.0 -1.9 42.1415178648
12.75 12.925 -2.25 -2.1 -1.9 -1.8 43.7231433763
12.75 12.925 -2.25 -2.1 -1.8 -1.7 44.6551199783
12.75 12.925 -2.25 -2.1 -1.7 -1.6 46.1478511836
12.75 12.925 -2.25 -2.1 -1.6 -1.5 47.6667353427
12.75 12.925 -2.25 -2.1 -1.5 -1.4 51.6357201185
12.75 12.925 -2.25 -2.1 -1.4 -1.3 54.3543366181
12.75 12.925 -2.25 -2.1 -1.3 -1.2 60.7875640506
12.75 12.925 -2.25 -2.1 -1.2 -1.1 64.7341362692
12.75 12.925 -2.25 -2.1 -1.1 -1.0 70.3559686383
12.75 12.925 -2.25 -2.1 -1.0 -0.9 77.073628718
12.75 12.925 -2.25 -2.1 -0.9 -0.8 84.15871467
12.75 12.925 -2.25 -2.1 -0.8 -0.7 101.15844984
12.75 12.925 -2.25 -2.1 -0.7 -0.6 137.998425083
12.75 12.925 -2.25 -2.1 -0.6 -0.5 118.578894314
12.75 12.925 -2.1 -1.95 -2.5 -2.4 26.0340839459
12.75 12.925 -2.1 -1.95 -2.4 -2.3 26.5894668111
12.75 12.925 -2.1 -1.95 -2.3 -2.2 28.2171399167
12.75 12.925 -2.1 -1.95 -2.2 -2.1 30.7972443601
12.75 12.925 -2.1 -1.95 -2.1 -2.0 34.8143705155
12.75 12.925 -2.1 -1.95 -2.0 -1.9 39.8839301959
12.75 12.925 -2.1 -1.95 -1.9 -1.8 41.6338576345
12.75 12.925 -2.1 -1.95 -1.8 -1.7 44.8999887788
12.75 12.925 -2.1 -1.95 -1.7 -1.6 46.3177887874
12.75 12.925 -2.1 -1.95 -1.6 -1.5 48.0816576725
12.75 12.925 -2.1 -1.95 -1.5 -1.4 50.8623825801
12.75 12.925 -2.1 -1.95 -1.4 -1.3 53.6421767654
12.75 12.925 -2.1 -1.95 -1.3 -1.2 59.0911259855
12.75 12.925 -2.1 -1.95 -1.2 -1.1 65.1075457734
12.75 12.925 -2.1 -1.95 -1.1 -1.0 70.2266740458
12.75 12.925 -2.1 -1.95 -1.0 -0.9 82.7380567353
12.75 12.925 -2.1 -1.95 -0.9 -0.8 84.2075670553
12.75 12.925 -2.1 -1.95 -0.8 -0.7 103.555844534
12.75 12.925 -2.1 -1.95 -0.7 -0.6 134.760681913
12.75 12.925 -2.1 -1.95 -0.6 -0.5 141.640620877
12.75 12.925 -1.95 -1.8 -2.5 -2.4 25.2034270816
12.75 12.925 -1.95 -1.8 -2.4 -2.3 22.6931074227
12.75 12.925 -1.95 -1.8 -2.3 -2.2 25.8921661943
12.75 12.925 -1.95 -1.8 -2.2 -2.1 25.3674033119
12.75 12.925 -1.95 -1.8 -2.1 -2.0 29.9763770004
12.75 12.925 -1.95 -1.8 -2.0 -1.9 34.4080784675
12.75 12.925 -1.95 -1.8 -1.9 -1.8 38.7952960691
12.75 12.925 -1.95 -1.8 -1.8 -1.7 42.5214405931
12.75 12.925 -1.95 -1.8 -1.7 -1.6 45.1969257701
12.75 12.925 -1.95 -1.8 -1.6 -1.5 48.4240281918
12.75 12.925 -1.95 -1.8 -1.5 -1.4 49.6044546827
12.75 12.925 -1.95 -1.8 -1.4 -1.3 53.6023360651
12.75 12.925 -1.95 -1.8 -1.3 -1.2 58.3533643827
12.75 12.925 -1.95 -1.8 -1.2 -1.1 65.1680126834
12.75 12.925 -1.95 -1.8 -1.1 -1.0 69.2651334873
12.75 12.925 -1.95 -1.8 -1.0 -0.9 76.0417932195
12.75 12.925 -1.95 -1.8 -0.9 -0.8 86.0666840247
12.75 12.925 -1.95 -1.8 -0.8 -0.7 105.30610725
12.75 12.925 -1.95 -1.8 -0.7 -0.6 120.59285322
12.75 12.925 -1.95 -1.8 -0.6 -0.5 116.822967165
12.75 12.925 -1.8 -1.65 -2.5 -2.4 27.5537184034
12.75 12.925 -1.8 -1.65 -2.4 -2.3 24.3170166337
12.75 12.925 -1.8 -1.65 -2.3 -2.2 20.960163938
12.75 12.925 -1.8 -1.65 -2.2 -2.1 23.0146533228
12.75 12.925 -1.8 -1.65 -2.1 -2.0 25.5046549428
12.75 12.925 -1.8 -1.65 -2.0 -1.9 28.77232195
12.75 12.925 -1.8 -1.65 -1.9 -1.8 33.2641851867
12.75 12.925 -1.8 -1.65 -1.8 -1.7 37.9879769649
12.75 12.925 -1.8 -1.65 -1.7 -1.6 42.4173631925
12.75 12.925 -1.8 -1.65 -1.6 -1.5 46.4996075006
12.75 12.925 -1.8 -1.65 -1.5 -1.4 49.5233463451
12.75 12.925 -1.8 -1.65 -1.4 -1.3 54.0084356038
12.75 12.925 -1.8 -1.65 -1.3 -1.2 57.6716825924
12.75 12.925 -1.8 -1.65 -1.2 -1.1 62.6836950015
12.75 12.925 -1.8 -1.65 -1.1 -1.0 72.4726329199
12.75 12.925 -1.8 -1.65 -1.0 -0.9 76.528724258
12.75 12.925 -1.8 -1.65 -0.9 -0.8 86.9210953139
12.75 12.925 -1.8 -1.65 -0.8 -0.7 98.0064368184
12.75 12.925 -1.8 -1.65 -0.7 -0.6 125.487383982
12.75 12.925 -1.8 -1.65 -0.6 -0.5 140.646888366
12.75 12.925 -1.65 -1.5 -2.5 -2.4 34.633507734
12.75 12.925 -1.65 -1.5 -2.4 -2.3 30.4292239138
12.75 12.925 -1.65 -1.5 -2.3 -2.2 20.5192335462
12.75 12.925 -1.65 -1.5 -2.2 -2.1 22.52432461
12.75 12.925 -1.65 -1.5 -2.1 -2.0 22.7031206529
12.75 12.925 -1.65 -1.5 -2.0 -1.9 25.6463950364
12.75 12.925 -1.65 -1.5 -1.9 -1.8 28.3276948228
12.75 12.925 -1.65 -1.5 -1.8 -1.7 34.0416812524
12.75 12.925 -1.65 -1.5 -1.7 -1.6 38.9315877188
12.75 12.925 -1.65 -1.5 -1.6 -1.5 44.5344096071
12.75 12.925 -1.65 -1.5 -1.5 -1.4 48.2434509227
12.75 12.925 -1.65 -1.5 -1.4 -1.3 52.2735068523
12.75 12.925 -1.65 -1.5 -1.3 -1.2 56.5758063205
12.75 12.925 -1.65 -1.5 -1.2 -1.1 62.413002091
12.75 12.925 -1.65 -1.5 -1.1 -1.0 69.2234140939
12.75 12.925 -1.65 -1.5 -1.0 -0.9 79.018139674
12.75 12.925 -1.65 -1.5 -0.9 -0.8 82.4178489646
12.75 12.925 -1.65 -1.5 -0.8 -0.7 99.139688295
12.75 12.925 -1.65 -1.5 -0.7 -0.6 116.142195136
12.75 12.925 -1.65 -1.5 -0.6 -0.5 123.152980001
12.75 12.925 -1.5 -1.35 -2.5 -2.4 48.4320932276
12.75 12.925 -1.5 -1.35 -2.4 -2.3 31.2515181273
12.75 12.925 -1.5 -1.35 -2.3 -2.2 26.4364548913
12.75 12.925 -1.5 -1.35 -2.2 -2.1 25.2253013455
12.75 12.925 -1.5 -1.35 -2.1 -2.0 21.7735452622
12.75 12.925 -1.5 -1.35 -2.0 -1.9 21.7629838123
12.75 12.925 -1.5 -1.35 -1.9 -1.8 23.9171737358
12.75 12.925 -1.5 -1.35 -1.8 -1.7 28.9535343368
12.75 12.925 -1.5 -1.35 -1.7 -1.6 34.1454029946
12.75 12.925 -1.5 -1.35 -1.6 -1.5 39.5660176583
12.75 12.925 -1.5 -1.35 -1.5 -1.4 46.072223299
12.75 12.925 -1.5 -1.35 -1.4 -1.3 50.5072407725
12.75 12.925 -1.5 -1.35 -1.3 -1.2 55.4318250118
12.75 12.925 -1.5 -1.35 -1.2 -1.1 62.2584004225
12.75 12.925 -1.5 -1.35 -1.1 -1.0 66.9827722553
12.75 12.925 -1.5 -1.35 -1.0 -0.9 76.8036768702
12.75 12.925 -1.5 -1.35 -0.9 -0.8 84.3657111767
12.75 12.925 -1.5 -1.35 -0.8 -0.7 98.2281335588
12.75 12.925 -1.5 -1.35 -0.7 -0.6 115.600662389
12.75 12.925 -1.5 -1.35 -0.6 -0.5 117.186615335
12.75 12.925 -1.35 -1.2 -2.5 -2.4 62.8087512259
12.75 12.925 -1.35 -1.2 -2.4 -2.3 42.7155859432
12.75 12.925 -1.35 -1.2 -2.3 -2.2 28.5420538843
12.75 12.925 -1.35 -1.2 -2.2 -2.1 29.1192882524
12.75 12.925 -1.35 -1.2 -2.1 -2.0 22.1687071863
12.75 12.925 -1.35 -1.2 -2.0 -1.9 23.536889717
12.75 12.925 -1.35 -1.2 -1.9 -1.8 22.5244400397
12.75 12.925 -1.35 -1.2 -1.8 -1.7 24.1754496795
12.75 12.925 -1.35 -1.2 -1.7 -1.6 29.3081685943
12.75 12.925 -1.35 -1.2 -1.6 -1.5 34.8404904664
12.75 12.925 -1.35 -1.2 -1.5 -1.4 42.4319145583
12.75 12.925 -1.35 -1.2 -1.4 -1.3 47.7051444458
12.75 12.925 -1.35 -1.2 -1.3 -1.2 53.7910372747
12.75 12.925 -1.35 -1.2 -1.2 -1.1 58.8024424105
12.75 12.925 -1.35 -1.2 -1.1 -1.0 66.3905703289
12.75 12.925 -1.35 -1.2 -1.0 -0.9 72.2348677192
12.75 12.925 -1.35 -1.2 -0.9 -0.8 80.484482874
12.75 12.925 -1.35 -1.2 -0.8 -0.7 99.382702264
12.75 12.925 -1.35 -1.2 -0.7 -0.6 114.597845335
12.75 12.925 -1.35 -1.2 -0.6 -0.5 124.48753443
12.75 12.925 -1.2 -1.05 -2.5 -2.4 80.5588536269
12.75 12.925 -1.2 -1.05 -2.4 -2.3 66.7491528272
12.75 12.925 -1.2 -1.05 -2.3 -2.2 43.7251286647
12.75 12.925 -1.2 -1.05 -2.2 -2.1 36.428520736
12.75 12.925 -1.2 -1.05 -2.1 -2.0 24.7597368064
12.75 12.925 -1.2 -1.05 -2.0 -1.9 24.7696555166
12.75 12.925 -1.2 -1.05 -1.9 -1.8 20.4719047861
12.75 12.925 -1.2 -1.05 -1.8 -1.7 22.0860844011
12.75 12.925 -1.2 -1.05 -1.7 -1.6 25.2718037604
12.75 12.925 -1.2 -1.05 -1.6 -1.5 30.8692437316
12.75 12.925 -1.2 -1.05 -1.5 -1.4 37.6250778488
12.75 12.925 -1.2 -1.05 -1.4 -1.3 41.9248839885
12.75 12.925 -1.2 -1.05 -1.3 -1.2 48.0250959427
12.75 12.925 -1.2 -1.05 -1.2 -1.1 56.9355300533
12.75 12.925 -1.2 -1.05 -1.1 -1.0 63.8587090822
12.75 12.925 -1.2 -1.05 -1.0 -0.9 71.8665208887
12.75 12.925 -1.2 -1.05 -0.9 -0.8 81.3727633011
12.75 12.925 -1.2 -1.05 -0.8 -0.7 90.9732218083
12.75 12.925 -1.2 -1.05 -0.7 -0.6 104.839293716
12.75 12.925 -1.2 -1.05 -0.6 -0.5 114.539931638
12.75 12.925 -1.05 -0.9 -2.5 -2.4 110.640704333
12.75 12.925 -1.05 -0.9 -2.4 -2.3 63.7908715704
12.75 12.925 -1.05 -0.9 -2.3 -2.2 53.8658757708
12.75 12.925 -1.05 -0.9 -2.2 -2.1 44.7539754737
12.75 12.925 -1.05 -0.9 -2.1 -2.0 26.8663361906
12.75 12.925 -1.05 -0.9 -2.0 -1.9 36.5663532715
12.75 12.925 -1.05 -0.9 -1.9 -1.8 21.2559908661
12.75 12.925 -1.05 -0.9 -1.8 -1.7 25.3235348383
12.75 12.925 -1.05 -0.9 -1.7 -1.6 26.1618432747
12.75 12.925 -1.05 -0.9 -1.6 -1.5 27.1804552661
12.75 12.925 -1.05 -0.9 -1.5 -1.4 34.3651712198
12.75 12.925 -1.05 -0.9 -1.4 -1.3 37.3883323957
12.75 12.925 -1.05 -0.9 -1.3 -1.2 42.8761379873
12.75 12.925 -1.05 -0.9 -1.2 -1.1 52.8196868098
12.75 12.925 -1.05 -0.9 -1.1 -1.0 60.1655327257
12.75 12.925 -1.05 -0.9 -1.0 -0.9 68.2487554039
12.75 12.925 -1.05 -0.9 -0.9 -0.8 77.8610987156
12.75 12.925 -1.05 -0.9 -0.8 -0.7 86.0116018706
12.75 12.925 -1.05 -0.9 -0.7 -0.6 98.6286521656
12.75 12.925 -1.05 -0.9 -0.6 -0.5 111.34714092
12.75 12.925 -0.9 -0.75 -2.5 -2.4 102.546505548
12.75 12.925 -0.9 -0.75 -2.4 -2.3 106.00617508
12.75 12.925 -0.9 -0.75 -2.3 -2.2 65.2876781848
12.75 12.925 -0.9 -0.75 -2.2 -2.1 53.8760148799
12.75 12.925 -0.9 -0.75 -2.1 -2.0 55.4915089765
12.75 12.925 -0.9 -0.75 -2.0 -1.9 48.2861381551
12.75 12.925 -0.9 -0.75 -1.9 -1.8 24.8122047076
12.75 12.925 -0.9 -0.75 -1.8 -1.7 22.3226921553
12.75 12.925 -0.9 -0.75 -1.7 -1.6 24.6406877158
12.75 12.925 -0.9 -0.75 -1.6 -1.5 27.1382988515
12.75 12.925 -0.9 -0.75 -1.5 -1.4 32.0256300297
12.75 12.925 -0.9 -0.75 -1.4 -1.3 32.6125253477
